FID IID SEX AFF PC1 PC2 Population
NA19026 NA19026 0 1 0.0331 -0.0042 LWK
NA19027 NA19027 0 1 0.0321 -0.0038 LWK
NA19028 NA19028 0 1 0.0325 -0.0041 LWK
NA19030 NA19030 0 1 0.0332 -0.0042 LWK
NA19031 NA19031 0 1 0.0328 -0.0038 LWK
NA19035 NA19035 0 1 0.0333 -0.0041 LWK
NA19036 NA19036 0 1 0.0336 -0.0043 LWK
NA19037 NA19037 0 1 0.0332 -0.0046 LWK
NA19038 NA19038 0 1 0.0338 -0.0047 LWK
NA19041 NA19041 0 1 0.0329 -0.0048 LWK
NA19043 NA19043 0 1 0.0329 -0.0044 LWK
NA19054 NA19054 0 1 -0.0168 -0.0321 JPT
NA19055 NA19055 0 1 -0.0168 -0.0329 JPT
NA19056 NA19056 0 1 -0.0167 -0.0315 JPT
NA19057 NA19057 0 1 -0.0171 -0.0318 JPT
NA19058 NA19058 0 1 -0.0168 -0.0322 JPT
NA19059 NA19059 0 1 -0.0170 -0.0315 JPT
NA19060 NA19060 0 1 -0.0170 -0.0319 JPT
NA19062 NA19062 0 1 -0.0164 -0.0325 JPT
NA19063 NA19063 0 1 -0.0170 -0.0326 JPT
NA19064 NA19064 0 1 -0.0169 -0.0329 JPT
NA19065 NA19065 0 1 -0.0167 -0.0319 JPT
NA19066 NA19066 0 1 -0.0168 -0.0327 JPT
NA19067 NA19067 0 1 -0.0170 -0.0331 JPT
NA19068 NA19068 0 1 -0.0175 -0.0330 JPT
NA19070 NA19070 0 1 -0.0170 -0.0324 JPT
NA19072 NA19072 0 1 -0.0166 -0.0323 JPT
NA19074 NA19074 0 1 -0.0174 -0.0328 JPT
NA19075 NA19075 0 1 -0.0174 -0.0322 JPT
NA19076 NA19076 0 1 -0.0176 -0.0319 JPT
NA19077 NA19077 0 1 -0.0168 -0.0327 JPT
NA19078 NA19078 0 1 -0.0172 -0.0325 JPT
NA19079 NA19079 0 1 -0.0165 -0.0332 JPT
NA19080 NA19080 0 1 -0.0168 -0.0330 JPT
NA19081 NA19081 0 1 -0.0172 -0.0324 JPT
NA19082 NA19082 0 1 -0.0167 -0.0327 JPT
NA19083 NA19083 0 1 -0.0166 -0.0317 JPT
NA19084 NA19084 0 1 -0.0170 -0.0324 JPT
NA19085 NA19085 0 1 -0.0169 -0.0321 JPT
NA19086 NA19086 0 1 -0.0170 -0.0326 JPT
NA19087 NA19087 0 1 -0.0172 -0.0324 JPT
NA19088 NA19088 0 1 -0.0171 -0.0325 JPT
NA19089 NA19089 0 1 -0.0170 -0.0319 JPT
NA19090 NA19090 0 1 -0.0172 -0.0324 JPT
NA19091 NA19091 0 1 -0.0170 -0.0324 JPT
NA19092 NA19092 0 1 0.0359 -0.0059 YRI
NA19093 NA19093 0 1 0.0356 -0.0057 YRI
NA19095 NA19095 0 1 0.0361 -0.0058 YRI
NA19096 NA19096 0 1 0.0360 -0.0054 YRI
NA19098 NA19098 0 1 0.0357 -0.0058 YRI
NA19099 NA19099 0 1 0.0361 -0.0056 YRI
NA19102 NA19102 0 1 0.0362 -0.0056 YRI
NA19107 NA19107 0 1 0.0356 -0.0051 YRI
NA19108 NA19108 0 1 0.0360 -0.0058 YRI
NA19113 NA19113 0 1 0.0360 -0.0063 YRI
NA19114 NA19114 0 1 0.0360 -0.0054 YRI
NA19116 NA19116 0 1 0.0361 -0.0052 YRI
NA19117 NA19117 0 1 0.0361 -0.0058 YRI
NA19118 NA19118 0 1 0.0351 -0.0048 YRI
NA19119 NA19119 0 1 0.0362 -0.0061 YRI
NA19121 NA19121 0 1 0.0361 -0.0057 YRI
NA19129 NA19129 0 1 0.0354 -0.0053 YRI
NA19130 NA19130 0 1 0.0359 -0.0058 YRI
NA19131 NA19131 0 1 0.0363 -0.0057 YRI
NA19137 NA19137 0 1 0.0360 -0.0053 YRI
NA19138 NA19138 0 1 0.0359 -0.0051 YRI
NA19141 NA19141 0 1 0.0358 -0.0056 YRI
NA19143 NA19143 0 1 0.0363 -0.0050 YRI
NA19144 NA19144 0 1 0.0358 -0.0059 YRI
NA19146 NA19146 0 1 0.0358 -0.0059 YRI
NA19147 NA19147 0 1 0.0362 -0.0056 YRI
NA19149 NA19149 0 1 0.0363 -0.0055 YRI
NA19152 NA19152 0 1 0.0356 -0.0062 YRI
NA19153 NA19153 0 1 0.0362 -0.0058 YRI
NA19159 NA19159 0 1 0.0357 -0.0061 YRI
NA19160 NA19160 0 1 0.0362 -0.0057 YRI
NA19171 NA19171 0 1 0.0357 -0.0058 YRI
NA19172 NA19172 0 1 0.0359 -0.0055 YRI
NA19175 NA19175 0 1 0.0360 -0.0055 YRI
NA19184 NA19184 0 1 0.0359 -0.0060 YRI
NA19185 NA19185 0 1 0.0362 -0.0055 YRI
NA19189 NA19189 0 1 0.0359 -0.0053 YRI
NA19190 NA19190 0 1 0.0359 -0.0060 YRI
NA19197 NA19197 0 1 0.0356 -0.0058 YRI
NA19198 NA19198 0 1 0.0362 -0.0053 YRI
NA19200 NA19200 0 1 0.0358 -0.0057 YRI
NA19201 NA19201 0 1 0.0362 -0.0053 YRI
NA19204 NA19204 0 1 0.0357 -0.0057 YRI
NA19206 NA19206 0 1 0.0360 -0.0054 YRI
NA19207 NA19207 0 1 0.0360 -0.0062 YRI
NA19209 NA19209 0 1 0.0362 -0.0060 YRI
NA19210 NA19210 0 1 0.0361 -0.0051 YRI
NA19213 NA19213 0 1 0.0359 -0.0055 YRI
NA19214 NA19214 0 1 0.0359 -0.0057 YRI
NA19222 NA19222 0 1 0.0360 -0.0059 YRI
NA19223 NA19223 0 1 0.0357 -0.0060 YRI
NA19225 NA19225 0 1 0.0359 -0.0063 YRI
NA19235 NA19235 0 1 0.0361 -0.0053 YRI
NA19236 NA19236 0 1 0.0364 -0.0055 YRI
NA19238 NA19238 0 1 0.0354 -0.0055 YRI
NA19239 NA19239 0 1 0.0365 -0.0057 YRI
NA19247 NA19247 0 1 0.0357 -0.0058 YRI
NA19248 NA19248 0 1 0.0363 -0.0055 YRI
NA19256 NA19256 0 1 0.0359 -0.0060 YRI
NA19257 NA19257 0 1 0.0358 -0.0054 YRI
NA19307 NA19307 0 1 0.0330 -0.0045 LWK
NA19308 NA19308 0 1 0.0333 -0.0043 LWK
NA19309 NA19309 0 1 0.0332 -0.0041 LWK
NA19310 NA19310 0 1 0.0337 -0.0052 LWK
NA19314 NA19314 0 1 0.0319 -0.0038 LWK
NA19315 NA19315 0 1 0.0324 -0.0039 LWK
NA19316 NA19316 0 1 0.0328 -0.0045 LWK
NA19317 NA19317 0 1 0.0337 -0.0047 LWK
NA19318 NA19318 0 1 0.0334 -0.0046 LWK
NA19319 NA19319 0 1 0.0332 -0.0047 LWK
NA19320 NA19320 0 1 0.0331 -0.0043 LWK
NA19321 NA19321 0 1 0.0332 -0.0046 LWK
NA19323 NA19323 0 1 0.0320 -0.0037 LWK
NA19324 NA19324 0 1 0.0334 -0.0046 LWK
NA19327 NA19327 0 1 0.0318 -0.0038 LWK
NA19328 NA19328 0 1 0.0331 -0.0044 LWK
NA19331 NA19331 0 1 0.0331 -0.0046 LWK
NA19332 NA19332 0 1 0.0330 -0.0048 LWK
NA19338 NA19338 0 1 0.0326 -0.0039 LWK
NA19346 NA19346 0 1 0.0335 -0.0047 LWK
NA19347 NA19347 0 1 0.0331 -0.0043 LWK
NA19350 NA19350 0 1 0.0328 -0.0042 LWK
NA19351 NA19351 0 1 0.0337 -0.0047 LWK
NA19355 NA19355 0 1 0.0329 -0.0040 LWK
NA19360 NA19360 0 1 0.0333 -0.0046 LWK
NA19372 NA19372 0 1 0.0335 -0.0045 LWK
NA19374 NA19374 0 1 0.0328 -0.0047 LWK
NA19375 NA19375 0 1 0.0328 -0.0044 LWK
NA19376 NA19376 0 1 0.0341 -0.0049 LWK
NA19377 NA19377 0 1 0.0336 -0.0041 LWK
NA19378 NA19378 0 1 0.0331 -0.0043 LWK
NA19379 NA19379 0 1 0.0336 -0.0046 LWK
NA19380 NA19380 0 1 0.0324 -0.0049 LWK
NA19383 NA19383 0 1 0.0327 -0.0046 LWK
NA19385 NA19385 0 1 0.0324 -0.0038 LWK
NA19390 NA19390 0 1 0.0328 -0.0047 LWK
NA19391 NA19391 0 1 0.0342 -0.0049 LWK
NA19393 NA19393 0 1 0.0330 -0.0048 LWK
NA19394 NA19394 0 1 0.0332 -0.0044 LWK
NA19397 NA19397 0 1 0.0335 -0.0046 LWK
NA19399 NA19399 0 1 0.0339 -0.0046 LWK
NA19401 NA19401 0 1 0.0323 -0.0046 LWK
NA19403 NA19403 0 1 0.0321 -0.0035 LWK
NA19404 NA19404 0 1 0.0334 -0.0048 LWK
NA19428 NA19428 0 1 0.0330 -0.0042 LWK
NA19429 NA19429 0 1 0.0331 -0.0049 LWK
NA19431 NA19431 0 1 0.0338 -0.0053 LWK
NA19435 NA19435 0 1 0.0326 -0.0042 LWK
NA19436 NA19436 0 1 0.0334 -0.0047 LWK
NA19437 NA19437 0 1 0.0319 -0.0039 LWK
NA19438 NA19438 0 1 0.0333 -0.0052 LWK
NA19439 NA19439 0 1 0.0333 -0.0049 LWK
NA19440 NA19440 0 1 0.0330 -0.0045 LWK
NA19443 NA19443 0 1 0.0327 -0.0047 LWK
NA19445 NA19445 0 1 0.0333 -0.0050 LWK
NA19446 NA19446 0 1 0.0336 -0.0043 LWK
NA19448 NA19448 0 1 0.0328 -0.0043 LWK
NA19449 NA19449 0 1 0.0332 -0.0048 LWK
NA19451 NA19451 0 1 0.0333 -0.0046 LWK
NA19454 NA19454 0 1 0.0334 -0.0045 LWK
NA19455 NA19455 0 1 0.0325 -0.0046 LWK
NA19456 NA19456 0 1 0.0332 -0.0054 LWK
NA19457 NA19457 0 1 0.0330 -0.0043 LWK
NA19461 NA19461 0 1 0.0331 -0.0038 LWK
NA19462 NA19462 0 1 0.0340 -0.0052 LWK
NA19463 NA19463 0 1 0.0327 -0.0043 LWK
NA19466 NA19466 0 1 0.0326 -0.0043 LWK
NA19467 NA19467 0 1 0.0324 -0.0046 LWK
NA19468 NA19468 0 1 0.0332 -0.0046 LWK
NA19471 NA19471 0 1 0.0323 -0.0041 LWK
NA19472 NA19472 0 1 0.0324 -0.0041 LWK
NA19473 NA19473 0 1 0.0328 -0.0041 LWK
NA19474 NA19474 0 1 0.0327 -0.0042 LWK
NA19475 NA19475 0 1 0.0324 -0.0047 LWK
NA19625 NA19625 0 1 0.0176 -0.0035 ASW
NA19648 NA19648 0 1 -0.0093 0.0254 MXL
NA19649 NA19649 0 1 -0.0097 0.0167 MXL
NA19651 NA19651 0 1 -0.0091 0.0152 MXL
NA19652 NA19652 0 1 -0.0096 0.0153 MXL
NA19654 NA19654 0 1 -0.0107 0.0034 MXL
NA19655 NA19655 0 1 -0.0097 0.0134 MXL
NA19657 NA19657 0 1 -0.0114 0.0019 MXL
NA19658 NA19658 0 1 -0.0112 0.0131 MXL
NA19661 NA19661 0 1 -0.0109 0.0058 MXL
NA19663 NA19663 0 1 -0.0107 0.0011 MXL
NA19664 NA19664 0 1 -0.0107 0.0030 MXL
NA19669 NA19669 0 1 -0.0114 0.0121 MXL
NA19670 NA19670 0 1 -0.0109 0.0070 MXL
NA19676 NA19676 0 1 -0.0100 0.0143 MXL
NA19678 NA19678 0 1 -0.0078 0.0168 MXL
NA19681 NA19681 0 1 -0.0114 0.0022 MXL
NA19682 NA19682 0 1 -0.0120 0.0070 MXL
NA19700 NA19700 0 1 0.0274 0.0004 ASW
NA19701 NA19701 0 1 0.0282 -0.0012 ASW
NA19703 NA19703 0 1 0.0285 -0.0007 ASW
NA19704 NA19704 0 1 0.0286 -0.0007 ASW
NA19707 NA19707 0 1 0.0225 0.0030 ASW
NA19711 NA19711 0 1 0.0303 -0.0017 ASW
NA19712 NA19712 0 1 0.0303 -0.0025 ASW
NA19713 NA19713 0 1 0.0237 0.0031 ASW
NA19716 NA19716 0 1 -0.0112 0.0028 MXL
NA19717 NA19717 0 1 -0.0121 0.0027 MXL
NA19719 NA19719 0 1 -0.0099 0.0093 MXL
NA19720 NA19720 0 1 -0.0119 -0.0002 MXL
NA19722 NA19722 0 1 -0.0109 0.0068 MXL
NA19723 NA19723 0 1 -0.0091 0.0048 MXL
NA19725 NA19725 0 1 -0.0103 0.0126 MXL
NA19726 NA19726 0 1 -0.0135 0.0012 MXL
NA19728 NA19728 0 1 -0.0163 -0.0106 MXL
NA19729 NA19729 0 1 -0.0153 -0.0098 MXL
NA19731 NA19731 0 1 -0.0162 -0.0117 MXL
NA19732 NA19732 0 1 -0.0163 -0.0111 MXL
NA19734 NA19734 0 1 -0.0133 0.0018 MXL
NA19735 NA19735 0 1 -0.0148 -0.0081 MXL
NA19740 NA19740 0 1 -0.0133 -0.0049 MXL
NA19741 NA19741 0 1 -0.0148 -0.0073 MXL
NA19746 NA19746 0 1 -0.0131 -0.0017 MXL
NA19747 NA19747 0 1 -0.0122 0.0047 MXL
NA19749 NA19749 0 1 -0.0112 0.0081 MXL
NA19750 NA19750 0 1 -0.0105 0.0140 MXL
NA19755 NA19755 0 1 -0.0119 -0.0023 MXL
NA19756 NA19756 0 1 -0.0101 0.0048 MXL
NA19758 NA19758 0 1 -0.0142 -0.0046 MXL
NA19759 NA19759 0 1 -0.0136 -0.0042 MXL
NA19761 NA19761 0 1 -0.0113 0.0028 MXL
NA19762 NA19762 0 1 -0.0107 0.0010 MXL
NA19764 NA19764 0 1 -0.0099 0.0096 MXL
NA19770 NA19770 0 1 -0.0098 0.0094 MXL
NA19771 NA19771 0 1 -0.0108 0.0053 MXL
NA19773 NA19773 0 1 -0.0112 0.0107 MXL
NA19774 NA19774 0 1 -0.0106 0.0066 MXL
NA19776 NA19776 0 1 -0.0083 0.0067 MXL
NA19777 NA19777 0 1 -0.0090 0.0069 MXL
NA19779 NA19779 0 1 -0.0098 0.0135 MXL
NA19780 NA19780 0 1 -0.0106 0.0116 MXL
NA19782 NA19782 0 1 -0.0099 0.0070 MXL
NA19783 NA19783 0 1 -0.0140 -0.0028 MXL
NA19785 NA19785 0 1 -0.0122 -0.0023 MXL
NA19788 NA19788 0 1 -0.0118 -0.0005 MXL
NA19789 NA19789 0 1 -0.0098 0.0071 MXL
NA19792 NA19792 0 1 -0.0098 0.0116 MXL
NA19794 NA19794 0 1 -0.0100 0.0141 MXL
NA19795 NA19795 0 1 -0.0099 0.0061 MXL
NA19818 NA19818 0 1 0.0230 0.0028 ASW
NA19819 NA19819 0 1 0.0230 0.0033 ASW
NA19834 NA19834 0 1 0.0241 0.0032 ASW
NA19835 NA19835 0 1 0.0273 -0.0008 ASW
NA19900 NA19900 0 1 0.0269 0.0001 ASW
NA19901 NA19901 0 1 0.0309 -0.0026 ASW
NA19904 NA19904 0 1 0.0269 0.0002 ASW
NA19908 NA19908 0 1 0.0302 -0.0020 ASW
NA19909 NA19909 0 1 0.0299 -0.0020 ASW
NA19914 NA19914 0 1 0.0218 0.0044 ASW
NA19916 NA19916 0 1 0.0300 -0.0021 ASW
NA19917 NA19917 0 1 0.0312 -0.0022 ASW
NA19920 NA19920 0 1 0.0313 -0.0026 ASW
NA19921 NA19921 0 1 0.0158 0.0037 ASW
NA19922 NA19922 0 1 0.0217 0.0035 ASW
NA19923 NA19923 0 1 0.0176 0.0076 ASW
NA19982 NA19982 0 1 0.0295 -0.0018 ASW
NA19984 NA19984 0 1 0.0293 -0.0009 ASW
NA20126 NA20126 0 1 0.0215 0.0033 ASW
NA20127 NA20127 0 1 0.0313 -0.0021 ASW
NA20276 NA20276 0 1 0.0272 0.0006 ASW
NA20278 NA20278 0 1 0.0119 0.0117 ASW
NA20281 NA20281 0 1 0.0278 -0.0010 ASW
NA20282 NA20282 0 1 0.0228 0.0026 ASW
NA20287 NA20287 0 1 0.0271 -0.0001 ASW
NA20289 NA20289 0 1 0.0254 0.0019 ASW
NA20291 NA20291 0 1 0.0343 -0.0046 ASW
NA20294 NA20294 0 1 0.0289 -0.0013 ASW
NA20296 NA20296 0 1 0.0249 0.0006 ASW
NA20298 NA20298 0 1 0.0317 -0.0045 ASW
NA20299 NA20299 0 1 0.0062 -0.0045 ASW
NA20317 NA20317 0 1 0.0220 0.0045 ASW
NA20320 NA20320 0 1 0.0295 -0.0027 ASW
NA20332 NA20332 0 1 0.0253 0.0015 ASW
NA20334 NA20334 0 1 0.0195 0.0061 ASW
NA20339 NA20339 0 1 0.0290 -0.0023 ASW
NA20340 NA20340 0 1 0.0279 -0.0010 ASW
NA20342 NA20342 0 1 0.0171 0.0066 ASW
NA20346 NA20346 0 1 0.0273 -0.0016 ASW
NA20348 NA20348 0 1 0.0281 -0.0014 ASW
NA20351 NA20351 0 1 0.0205 0.0046 ASW
NA20356 NA20356 0 1 0.0293 -0.0016 ASW
NA20357 NA20357 0 1 0.0308 -0.0028 ASW
NA20359 NA20359 0 1 0.0243 0.0021 ASW
NA20412 NA20412 0 1 0.0245 0.0008 ASW
NA20502 NA20502 0 1 -0.0095 0.0272 TSI
NA20503 NA20503 0 1 -0.0100 0.0276 TSI
NA20504 NA20504 0 1 -0.0099 0.0262 TSI
NA20505 NA20505 0 1 -0.0094 0.0275 TSI
NA20506 NA20506 0 1 -0.0097 0.0267 TSI
NA20507 NA20507 0 1 -0.0095 0.0272 TSI
NA20508 NA20508 0 1 -0.0096 0.0272 TSI
NA20509 NA20509 0 1 -0.0094 0.0275 TSI
NA20510 NA20510 0 1 -0.0095 0.0270 TSI
NA20511 NA20511 0 1 -0.0097 0.0272 TSI
NA20512 NA20512 0 1 -0.0099 0.0271 TSI
NA20513 NA20513 0 1 -0.0098 0.0262 TSI
NA20514 NA20514 0 1 -0.0098 0.0271 TSI
NA20515 NA20515 0 1 -0.0097 0.0274 TSI
NA20516 NA20516 0 1 -0.0101 0.0265 TSI
NA20517 NA20517 0 1 -0.0098 0.0278 TSI
NA20518 NA20518 0 1 -0.0095 0.0270 TSI
NA20519 NA20519 0 1 -0.0096 0.0272 TSI
NA20520 NA20520 0 1 -0.0095 0.0267 TSI
NA20521 NA20521 0 1 -0.0095 0.0283 TSI
NA20522 NA20522 0 1 -0.0097 0.0273 TSI
NA20524 NA20524 0 1 -0.0099 0.0268 TSI
NA20525 NA20525 0 1 -0.0095 0.0274 TSI
NA20527 NA20527 0 1 -0.0097 0.0271 TSI
NA20528 NA20528 0 1 -0.0098 0.0264 TSI
NA20529 NA20529 0 1 -0.0091 0.0270 TSI
NA20530 NA20530 0 1 -0.0098 0.0273 TSI
NA20531 NA20531 0 1 -0.0098 0.0267 TSI
NA20532 NA20532 0 1 -0.0096 0.0270 TSI
NA20533 NA20533 0 1 -0.0095 0.0281 TSI
NA20534 NA20534 0 1 -0.0093 0.0272 TSI
NA20535 NA20535 0 1 -0.0097 0.0275 TSI
NA20536 NA20536 0 1 -0.0092 0.0269 TSI
NA20538 NA20538 0 1 -0.0091 0.0273 TSI
NA20539 NA20539 0 1 -0.0093 0.0272 TSI
NA20540 NA20540 0 1 -0.0096 0.0283 TSI
NA20541 NA20541 0 1 -0.0095 0.0272 TSI
NA20542 NA20542 0 1 -0.0097 0.0262 TSI
NA20543 NA20543 0 1 -0.0092 0.0275 TSI
NA20544 NA20544 0 1 -0.0097 0.0271 TSI
NA20581 NA20581 0 1 -0.0097 0.0275 TSI
NA20582 NA20582 0 1 -0.0096 0.0278 TSI
NA20585 NA20585 0 1 -0.0097 0.0266 TSI
NA20586 NA20586 0 1 -0.0092 0.0282 TSI
NA20587 NA20587 0 1 -0.0095 0.0274 TSI
NA20588 NA20588 0 1 -0.0093 0.0275 TSI
NA20589 NA20589 0 1 -0.0092 0.0271 TSI
NA20752 NA20752 0 1 -0.0094 0.0274 TSI
NA20753 NA20753 0 1 -0.0092 0.0268 TSI
NA20754 NA20754 0 1 -0.0092 0.0265 TSI
NA20755 NA20755 0 1 -0.0095 0.0280 TSI
NA20756 NA20756 0 1 -0.0094 0.0269 TSI
NA20757 NA20757 0 1 -0.0092 0.0271 TSI
NA20758 NA20758 0 1 -0.0094 0.0271 TSI
NA20759 NA20759 0 1 -0.0095 0.0271 TSI
NA20760 NA20760 0 1 -0.0102 0.0269 TSI
NA20761 NA20761 0 1 -0.0098 0.0271 TSI
NA20762 NA20762 0 1 -0.0091 0.0278 TSI
NA20763 NA20763 0 1 -0.0098 0.0275 TSI
NA20764 NA20764 0 1 -0.0093 0.0271 TSI
NA20765 NA20765 0 1 -0.0092 0.0271 TSI
NA20766 NA20766 0 1 -0.0091 0.0268 TSI
NA20767 NA20767 0 1 -0.0091 0.0267 TSI
NA20768 NA20768 0 1 -0.0097 0.0277 TSI
NA20769 NA20769 0 1 -0.0094 0.0282 TSI
NA20770 NA20770 0 1 -0.0097 0.0269 TSI
NA20771 NA20771 0 1 -0.0095 0.0280 TSI
NA20772 NA20772 0 1 -0.0094 0.0274 TSI
NA20773 NA20773 0 1 -0.0099 0.0272 TSI
NA20774 NA20774 0 1 -0.0096 0.0277 TSI
NA20775 NA20775 0 1 -0.0092 0.0273 TSI
NA20778 NA20778 0 1 -0.0097 0.0273 TSI
NA20783 NA20783 0 1 -0.0096 0.0271 TSI
NA20785 NA20785 0 1 -0.0094 0.0264 TSI
NA20786 NA20786 0 1 -0.0095 0.0272 TSI
NA20787 NA20787 0 1 -0.0090 0.0269 TSI
NA20790 NA20790 0 1 -0.0095 0.0280 TSI
NA20792 NA20792 0 1 -0.0097 0.0269 TSI
NA20795 NA20795 0 1 -0.0094 0.0273 TSI
NA20796 NA20796 0 1 -0.0095 0.0276 TSI
NA20797 NA20797 0 1 -0.0092 0.0270 TSI
NA20798 NA20798 0 1 -0.0097 0.0269 TSI
NA20799 NA20799 0 1 -0.0096 0.0277 TSI
NA20800 NA20800 0 1 -0.0094 0.0276 TSI
NA20801 NA20801 0 1 -0.0096 0.0278 TSI
NA20802 NA20802 0 1 -0.0094 0.0271 TSI
NA20803 NA20803 0 1 -0.0095 0.0278 TSI
NA20804 NA20804 0 1 -0.0094 0.0271 TSI
NA20805 NA20805 0 1 -0.0098 0.0276 TSI
NA20806 NA20806 0 1 -0.0095 0.0278 TSI
NA20807 NA20807 0 1 -0.0098 0.0274 TSI
NA20808 NA20808 0 1 -0.0095 0.0270 TSI
NA20809 NA20809 0 1 -0.0094 0.0274 TSI
NA20810 NA20810 0 1 -0.0093 0.0270 TSI
NA20811 NA20811 0 1 -0.0091 0.0285 TSI
NA20812 NA20812 0 1 -0.0101 0.0268 TSI
NA20813 NA20813 0 1 -0.0096 0.0275 TSI
NA20814 NA20814 0 1 -0.0092 0.0267 TSI
NA20815 NA20815 0 1 -0.0091 0.0274 TSI
NA20818 NA20818 0 1 -0.0100 0.0269 TSI
NA20819 NA20819 0 1 -0.0101 0.0260 TSI
NA20821 NA20821 0 1 -0.0096 0.0266 TSI
NA20822 NA20822 0 1 -0.0095 0.0271 TSI
NA20826 NA20826 0 1 -0.0093 0.0275 TSI
NA20827 NA20827 0 1 -0.0096 0.0272 TSI
NA20828 NA20828 0 1 -0.0093 0.0276 TSI
NA20832 NA20832 0 1 -0.0093 0.0275 TSI
NA20845 NA20845 0 1 -0.0103 0.0103 GIH
NA20846 NA20846 0 1 -0.0106 0.0106 GIH
NA20847 NA20847 0 1 -0.0105 0.0088 GIH
NA20849 NA20849 0 1 -0.0105 0.0080 GIH
NA20850 NA20850 0 1 -0.0110 0.0128 GIH
NA20851 NA20851 0 1 -0.0102 0.0083 GIH
NA20852 NA20852 0 1 -0.0106 0.0103 GIH
NA20853 NA20853 0 1 -0.0106 0.0077 GIH
NA20854 NA20854 0 1 -0.0104 0.0114 GIH
NA20856 NA20856 0 1 -0.0104 0.0094 GIH
NA20858 NA20858 0 1 -0.0103 0.0143 GIH
NA20859 NA20859 0 1 -0.0108 0.0085 GIH
NA20861 NA20861 0 1 -0.0105 0.0080 GIH
NA20862 NA20862 0 1 -0.0106 0.0136 GIH
NA20863 NA20863 0 1 -0.0101 0.0081 GIH
NA20864 NA20864 0 1 -0.0106 0.0118 GIH
NA20866 NA20866 0 1 -0.0102 0.0102 GIH
NA20867 NA20867 0 1 -0.0107 0.0093 GIH
NA20868 NA20868 0 1 -0.0105 0.0079 GIH
NA20869 NA20869 0 1 -0.0104 0.0085 GIH
NA20870 NA20870 0 1 -0.0101 0.0141 GIH
NA20872 NA20872 0 1 -0.0102 0.0134 GIH
NA20874 NA20874 0 1 -0.0101 0.0094 GIH
NA20875 NA20875 0 1 -0.0106 0.0092 GIH
NA20876 NA20876 0 1 -0.0104 0.0088 GIH
NA20877 NA20877 0 1 -0.0104 0.0090 GIH
NA20878 NA20878 0 1 -0.0111 0.0081 GIH
NA20881 NA20881 0 1 -0.0101 0.0131 GIH
NA20882 NA20882 0 1 -0.0102 0.0115 GIH
NA20884 NA20884 0 1 -0.0103 0.0075 GIH
NA20885 NA20885 0 1 -0.0108 0.0110 GIH
NA20886 NA20886 0 1 -0.0102 0.0119 GIH
NA20887 NA20887 0 1 -0.0103 0.0089 GIH
NA20888 NA20888 0 1 -0.0107 0.0086 GIH
NA20889 NA20889 0 1 -0.0105 0.0097 GIH
NA20890 NA20890 0 1 -0.0101 0.0115 GIH
NA20892 NA20892 0 1 -0.0105 0.0086 GIH
NA20894 NA20894 0 1 -0.0102 0.0108 GIH
NA20895 NA20895 0 1 -0.0106 0.0104 GIH
NA20896 NA20896 0 1 -0.0109 0.0080 GIH
NA20897 NA20897 0 1 -0.0105 0.0053 GIH
NA20899 NA20899 0 1 -0.0105 0.0085 GIH
NA20901 NA20901 0 1 -0.0102 0.0090 GIH
NA20902 NA20902 0 1 -0.0105 0.0076 GIH
NA20903 NA20903 0 1 -0.0104 0.0097 GIH
NA20904 NA20904 0 1 -0.0106 0.0134 GIH
NA20905 NA20905 0 1 -0.0106 0.0097 GIH
NA20906 NA20906 0 1 -0.0101 0.0064 GIH
NA20908 NA20908 0 1 -0.0104 0.0072 GIH
NA20910 NA20910 0 1 -0.0101 0.0134 GIH
NA20911 NA20911 0 1 -0.0104 0.0076 GIH
NA21086 NA21086 0 1 -0.0104 0.0077 GIH
NA21087 NA21087 0 1 -0.0108 0.0083 GIH
NA21088 NA21088 0 1 -0.0107 0.0085 GIH
NA21089 NA21089 0 1 -0.0103 0.0082 GIH
NA21090 NA21090 0 1 -0.0098 0.0080 GIH
NA21091 NA21091 0 1 -0.0102 0.0091 GIH
NA21092 NA21092 0 1 -0.0108 0.0093 GIH
NA21093 NA21093 0 1 -0.0104 0.0082 GIH
NA21094 NA21094 0 1 -0.0103 0.0080 GIH
NA21095 NA21095 0 1 -0.0105 0.0084 GIH
NA21097 NA21097 0 1 -0.0101 0.0096 GIH
NA21098 NA21098 0 1 -0.0103 0.0077 GIH
NA21099 NA21099 0 1 -0.0107 0.0093 GIH
NA21100 NA21100 0 1 -0.0105 0.0085 GIH
NA21101 NA21101 0 1 -0.0106 0.0082 GIH
NA21102 NA21102 0 1 -0.0101 0.0091 GIH
NA21103 NA21103 0 1 -0.0103 0.0084 GIH
NA21104 NA21104 0 1 -0.0106 0.0082 GIH
NA21105 NA21105 0 1 -0.0106 0.0090 GIH
NA21106 NA21106 0 1 -0.0102 0.0078 GIH
NA21107 NA21107 0 1 -0.0100 0.0095 GIH
NA21108 NA21108 0 1 -0.0101 0.0125 GIH
NA21109 NA21109 0 1 -0.0100 0.0082 GIH
NA21110 NA21110 0 1 -0.0104 0.0088 GIH
NA21111 NA21111 0 1 -0.0104 0.0085 GIH
NA21112 NA21112 0 1 -0.0105 0.0083 GIH
NA21113 NA21113 0 1 -0.0106 0.0082 GIH
NA21114 NA21114 0 1 -0.0105 0.0094 GIH
NA21115 NA21115 0 1 -0.0103 0.0092 GIH
NA21116 NA21116 0 1 -0.0105 0.0084 GIH
